,age,type_employer,education,education_num,marital,occupation,relationship,race,sex,capital_gain,capital_loss,hr_per_week,country,pred
4653,49,Private,Preschool,1,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,?,-2.25290891825
4654,39,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,50,South,0.536720968656
4655,41,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,40,United-States,0.0488226504221
4656,17,Private,9th,5,Never-married,Other-service,Own-child,White,Male,0,0,16,United-States,-6.77841729657
4657,37,Local-gov,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,55,United-States,-0.852777228223
4658,32,Private,Some-college,10,Divorced,Sales,Not-in-family,White,Male,0,0,50,United-States,-2.11714884023
4659,26,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,-4.76971684028
4660,32,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,-1.54192577123
4661,40,Private,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,36,United-States,-3.70836741811
4662,36,Private,Bachelors,13,Divorced,Tech-support,Unmarried,White,Male,0,0,20,United-States,-2.0197763237
4663,60,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,-0.681136751743
4664,58,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,-2.83936937403
4665,43,Private,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1887,40,United-States,0.115978109762
4666,21,Private,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,30,United-States,-5.68873890184
4667,34,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,-2.94502534433
4668,26,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,44,United-States,-2.06361214901
4669,27,Private,11th,7,Never-married,Exec-managerial,Unmarried,White,Female,0,0,45,United-States,-3.9331360784
4670,42,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,25,United-States,-1.13472156799
4671,25,Private,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,60,United-States,-4.42407248354
4672,23,Private,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,Canada,-5.19049174665
4673,19,Private,12th,8,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,United-States,-7.03987909991
4674,20,Private,11th,7,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,-7.32788647094
4675,18,Private,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,16,United-States,-8.39177726177
4676,33,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,-1.63863786887
4677,39,Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,0.300115810139
4678,39,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,-1.16986758668
4679,42,Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,England,-2.15427977013
4680,63,?,Bachelors,13,Married-civ-spouse,?,Wife,Black,Female,0,0,45,United-States,0.367046782275
4681,27,State-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,-2.68620743101
4682,50,Private,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,25,United-States,-4.8410476203
4683,45,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,-0.392100909785
4684,44,Private,Some-college,10,Separated,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,-1.39604897691
4685,35,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,3942,0,35,United-States,-0.893559134481
4686,50,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0.0843676773093
4687,43,Self-emp-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,-0.318866538502
4688,49,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,-0.497279897006
4689,42,Federal-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1.72816094795
4690,61,?,Bachelors,13,Divorced,?,Not-in-family,White,Female,0,0,40,United-States,-1.92511141443
4691,47,Federal-gov,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,0,40,United-States,0.265403660641
4692,19,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,22,United-States,-6.3939316358
4693,40,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,Male,0,0,40,United-States,-2.81229673177
4694,39,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,40,United-States,-0.483497733054
4695,46,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,3103,0,52,United-States,-0.283188915237
4696,52,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,-0.280414186188
4697,23,Private,HS-grad,9,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,United-States,-5.54319627952
4698,27,Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,30,United-States,-0.796288394051
4699,55,Private,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,0.0553527116626
4700,38,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0.280057416308
4701,19,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,-6.66095572485
4702,53,Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,0.310088962222
4703,32,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,60,United-States,-2.92831678359
4704,32,State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,1.02343878812
4705,19,?,Some-college,10,Never-married,?,Own-child,White,Female,0,0,35,United-States,-5.36971591765
4706,29,Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,-1.0854515537
4707,52,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,-2.70225129257
4708,25,Private,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Male,0,0,40,United-States,-4.27030624008
4709,31,State-gov,Some-college,10,Never-married,Tech-support,Not-in-family,White,Male,0,0,13,United-States,-3.14591524483
4710,75,?,Some-college,10,Married-civ-spouse,?,Husband,White,Male,0,0,13,United-States,-2.30257376128
4711,81,Self-emp-not-inc,1st-4th,2,Widowed,Sales,Other-relative,White,Male,0,0,45,Mexico,-4.18875951872
4712,44,?,Some-college,10,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,-0.518822979395
4713,40,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,0.456556183545
4714,54,Private,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,1.47386280279
4715,51,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,50,United-States,2.32157905308
4716,54,Private,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,38,Puerto-Rico,-3.2797662016
4717,46,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0.245366527964
4718,29,Private,Some-college,10,Never-married,Sales,Unmarried,White,Female,0,0,40,United-States,-3.41347675496
4719,27,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,40,United-States,-4.87982209196
4720,23,?,HS-grad,9,Never-married,?,Other-relative,Asian-Pac-Islander,Female,0,0,20,South,-7.83471653784
4721,37,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,0.280367081661
4722,44,Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,99,United-States,0.145917301473
4723,29,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Female,0,0,50,United-States,-3.35270769369
4724,23,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,1602,12,United-States,-4.79191094405
4725,54,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,35,United-States,1.04862659425
4726,17,?,11th,7,Never-married,?,Own-child,White,Male,0,0,40,United-States,-4.36507980759
4727,21,Private,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,35,United-States,-5.12572080774
4728,66,Private,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,13,United-States,-3.81152351885
4729,25,Private,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,-4.31988595153
4730,18,Private,11th,7,Never-married,Adm-clerical,Own-child,White,Female,0,0,15,United-States,-7.83728637776
4731,48,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,United-States,1.50858248037
4732,23,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,-5.14049946702
4733,33,Self-emp-not-inc,Assoc-acdm,12,Divorced,Sales,Not-in-family,White,Male,0,0,60,United-States,-2.09456765252
4734,34,Local-gov,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,-0.863210864408
4735,35,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,-1.39722498823
4736,35,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,-4.11703538341
4737,62,Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,2174,0,40,United-States,-3.63366115916
4738,48,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1.03397691389
4739,44,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,1.66441329047
4740,25,?,Bachelors,13,Married-spouse-absent,?,Not-in-family,White,Male,0,0,40,Canada,-3.28496475524
4741,42,Private,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0.212631942313
4742,37,Private,Some-college,10,Never-married,Transport-moving,Unmarried,White,Female,0,0,20,Puerto-Rico,-3.98243470765
4743,30,Private,7th-8th,4,Never-married,Craft-repair,Not-in-family,White,Male,0,0,38,United-States,-4.5566599361
4744,32,Private,HS-grad,9,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,36,United-States,-0.616707711681
4745,50,Private,Bachelors,13,Separated,Sales,Not-in-family,White,Male,0,0,40,United-States,-1.14998295679
4746,37,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,1.54764800406
4747,41,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,2.4150891042
4748,48,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,0.0488379071462
4749,19,Private,11th,7,Never-married,Craft-repair,Other-relative,White,Male,0,0,25,United-States,-7.13762585005
4750,44,Private,Bachelors,13,Divorced,Prof-specialty,Unmarried,Black,Male,0,0,40,United-States,-1.21886663195
4751,47,Federal-gov,HS-grad,9,Divorced,Other-service,Unmarried,Black,Female,0,0,40,United-States,-3.19862673322
4752,41,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,Japan,-1.42214138594
4753,61,Private,HS-grad,9,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,-1.90108757326
4754,49,Private,Bachelors,13,Married-spouse-absent,Transport-moving,Unmarried,White,Male,0,0,30,Columbia,-4.63897081869
4755,33,Local-gov,Assoc-voc,11,Never-married,Adm-clerical,Own-child,White,Male,0,1669,55,United-States,-2.42271663463
4756,19,?,11th,7,Never-married,?,Own-child,White,Female,0,0,30,United-States,-7.30708153793
4757,20,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,-6.90461453715
4758,43,Private,Assoc-acdm,12,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,-2.23109644569
4759,21,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,25,United-States,-7.06838796562
4760,34,Private,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,0,0,40,El-Salvador,-3.263048469
4761,36,Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,-0.202410680653
4762,46,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,2.08793520702
4763,25,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,75,United-States,-3.83912273592
4764,24,Private,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,30,United-States,-6.14821860496
4765,38,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,45,?,-1.81627481238
4766,22,?,7th-8th,4,Never-married,?,Unmarried,White,Female,0,0,40,Mexico,-6.81539770224
4767,41,Local-gov,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,1485,40,United-States,-1.31487595095
4768,20,Private,12th,8,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,-7.51165973911
4769,35,Private,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,30,United-States,-5.17882165287
4770,18,Private,9th,5,Never-married,Other-service,Own-child,Black,Male,0,0,15,United-States,-8.54147734999
4771,27,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,-2.38813352368
4772,60,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,-0.197292419203
4773,30,Local-gov,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,-1.73707466414
4774,45,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Black,Female,0,0,40,United-States,-2.19039272553
4775,28,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,-1.37457265897
4776,43,Private,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,-2.80703059546
4777,69,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,20051,0,50,United-States,0.51669962506
4778,53,State-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,60,United-States,0.70488403926
4779,22,Private,Some-college,10,Never-married,Sales,Own-child,Black,Female,0,0,20,United-States,-4.98663799573
4780,56,Private,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,48,United-States,-1.20617557322
4781,31,Private,Assoc-acdm,12,Never-married,Machine-op-inspct,Unmarried,White,Male,0,0,40,United-States,-2.96877466782
4782,37,Private,Masters,14,Divorced,Prof-specialty,Unmarried,White,Male,0,0,48,United-States,-0.128667860299
4783,31,Private,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,0,0,34,United-States,-6.32842937577
4784,18,State-gov,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,10,United-States,-6.11646843643
4785,43,State-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,United-States,0.819693686454
4786,51,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,1.77108650405
4787,33,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,-0.265288550646
4788,33,Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,45,United-States,-3.23416887429
4789,25,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,-1.53928856858
4790,22,?,7th-8th,4,Never-married,?,Own-child,White,Male,0,0,40,United-States,-5.90915162267
4791,49,Private,Assoc-acdm,12,Married-civ-spouse,Sales,Wife,White,Female,0,1902,40,United-States,-0.0828127034846
4792,33,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,-1.34326297061
4793,25,?,10th,6,Never-married,?,Own-child,Black,Male,0,0,40,United-States,-5.45510399166
4794,58,?,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,10,United-States,-1.52191441969
4795,24,Private,11th,7,Never-married,Farming-fishing,Unmarried,White,Male,2463,0,40,United-States,-6.41565697562
4796,23,Private,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,-6.17465433981
4797,31,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0.560774201321
4798,32,Private,10th,6,Separated,Other-service,Unmarried,White,Female,0,0,42,United-States,-5.14776504614
4799,39,Local-gov,12th,8,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,United-States,0.146209397664
4800,40,Private,12th,8,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,Jamaica,-1.63917230484
4801,36,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,45,United-States,1.15329323165
4802,47,Private,Some-college,10,Separated,Adm-clerical,Unmarried,White,Female,0,0,16,Germany,-4.25782016774
4803,47,State-gov,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,-0.29113734047
4804,19,Private,Assoc-acdm,12,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,-3.49043241188
4805,50,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,-2.50216721212
4806,22,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,25,United-States,-5.82993791997
4807,38,Private,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,32,United-States,-2.605369017
4808,54,Local-gov,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,-1.42446327484
4809,37,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,-1.7512047075
4810,38,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,United-States,0.617116308958
4811,52,Private,10th,6,Married-civ-spouse,Other-service,Wife,White,Female,0,0,35,United-States,-2.38560069988
4812,23,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Male,0,0,20,Haiti,-6.29509684637
4813,34,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1651,38,United-States,-0.699899950605
4814,58,Private,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,-1.82358678023
4815,29,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,-1.76569107343
4816,41,Self-emp-inc,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,Honduras,-3.3258911132
4817,17,?,10th,6,Never-married,?,Own-child,White,Male,0,0,30,United-States,-5.41992481719
4818,25,State-gov,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,-2.76912007199
4819,37,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,-0.177715514631
4820,56,Self-emp-not-inc,HS-grad,9,Divorced,Other-service,Not-in-family,White,Male,0,0,50,United-States,-2.98013155669
4821,40,Private,HS-grad,9,Divorced,Protective-serv,Not-in-family,Black,Female,0,0,40,United-States,-2.45297355998
4822,25,?,Some-college,10,Divorced,?,Unmarried,White,Female,0,0,50,United-States,-3.70717190123
4823,49,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,14344,0,45,United-States,-1.49828936075
4824,61,Private,10th,6,Divorced,Other-service,Not-in-family,Black,Female,0,0,24,United-States,-5.04412366715
4825,29,Private,Assoc-voc,11,Never-married,Other-service,Not-in-family,Black,Male,0,0,40,United-States,-4.15530428134
4826,55,Private,Bachelors,13,Married-civ-spouse,Other-service,Other-relative,Asian-Pac-Islander,Male,0,0,35,Philippines,0.368938502059
4827,39,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,-0.774668671274
4828,36,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0.421569046602
4829,45,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,40,United-States,-0.392100909785
4830,30,Private,7th-8th,4,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,-3.75420722839
4831,53,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,-0.154619085401
4832,42,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,-0.17725590298
4833,38,Local-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,42,United-States,1.16947008075
4834,34,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,1.02453357211
4835,18,Private,7th-8th,4,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,-7.33380574176
4836,58,Private,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,-0.970503339271
4837,43,Private,HS-grad,9,Divorced,Adm-clerical,Other-relative,Black,Male,0,0,38,United-States,-3.02182727023
4838,41,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,-2.74656471737
4839,32,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,-0.275800904169
4840,52,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,-0.0723862662711
4841,40,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,-1.90814349811
4842,31,Private,1st-4th,2,Never-married,Other-service,Other-relative,White,Female,0,0,25,El-Salvador,-7.17653282805
4843,24,Private,Bachelors,13,Never-married,Sales,Own-child,White,Female,0,0,15,United-States,-5.05988973229
4844,31,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,-2.3686181415
4845,56,Private,7th-8th,4,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,United-States,-2.18305583533
4846,44,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,Black,Male,0,0,70,Jamaica,-0.469484338952
4847,53,Self-emp-not-inc,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,-0.0224030304576
4848,24,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,35,United-States,-5.22417522118
4849,57,Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,25,United-States,-2.37794659325
4850,41,?,5th-6th,3,Married-civ-spouse,?,Husband,Other,Male,0,0,40,United-States,-1.96289993098
4851,20,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,25,United-States,-7.27688979358
4852,65,Self-emp-inc,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,40,United-States,2.6928431082
4853,49,Private,HS-grad,9,Separated,Prof-specialty,Unmarried,Black,Female,0,0,40,United-States,-2.67918150323
4854,22,Private,10th,6,Never-married,Craft-repair,Own-child,White,Male,0,0,15,United-States,-7.18396035439
4855,49,Self-emp-not-inc,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,-4.24932976147
4856,38,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,15024,0,60,United-States,1.11310268147
4857,41,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,United-States,-0.51076415255
4858,37,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,-0.770724608035
4859,70,Self-emp-not-inc,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2246,8,United-States,-0.990689498656
4860,40,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,-2.16686475448
4861,20,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,48,United-States,-5.69460634724
4862,33,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,84,United-States,-1.08321844838
4863,29,Private,Masters,14,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,0,0,40,Hong,0.326357075413
4864,33,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,-3.13080221515
4865,55,Private,11th,7,Never-married,Machine-op-inspct,Not-in-family,Black,Female,0,0,40,United-States,-4.06416473574
4866,23,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,42,United-States,-3.68383338999
4867,69,Federal-gov,11th,7,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,20,United-States,-4.4693979785
4868,24,?,Bachelors,13,Never-married,?,Own-child,White,Male,0,0,30,United-States,-4.67603856115
4869,48,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,50,United-States,-0.502490151198
4870,38,Self-emp-not-inc,11th,7,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,55,United-States,-2.74772914832
4871,41,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,Mexico,-0.528728152619
4872,35,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,-3.23650779296
4873,31,Private,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,-2.80046984516
4874,26,Self-emp-not-inc,HS-grad,9,Never-married,Prof-specialty,Own-child,Black,Female,0,0,40,United-States,-4.3431919944
4875,33,Private,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45,Mexico,-3.29178119112
4876,21,State-gov,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,-5.77816024777
4877,32,State-gov,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,38,United-States,-3.62863882919
4878,57,?,Assoc-voc,11,Widowed,?,Unmarried,White,Female,0,0,38,United-States,-2.77111312943
4879,31,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,14344,0,50,United-States,-1.07580574747
4880,37,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,37,United-States,0.706716735902
4881,25,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,-2.41925676429
4882,39,Private,10th,6,Never-married,Other-service,Unmarried,White,Female,0,0,25,Mexico,-6.60696172132
4883,40,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1.53599642771
4884,44,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,7688,0,40,United-States,0.782705360959
4885,27,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,-1.24685962
4886,58,Local-gov,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,-1.4076806076
4887,29,Private,Some-college,10,Never-married,Other-service,Other-relative,White,Female,0,0,20,United-States,-5.22441952947
4888,41,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,-0.427255888086
4889,18,Private,11th,7,Never-married,Sales,Own-child,White,Female,0,0,15,United-States,-7.52192408719
